Tweet_clean,HS,Abusive,HS_Weak,HS_Moderate,HS_Strong,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna kasarnya komunis free sex cadangan minyak melimpah mudah mencapai hadi,0,0,0,0,0,0,0,0,0,0,0,0
pengguna haha apes menteri media sosial cocok cocot bukanya kerja apes,1,1,1,0,0,1,0,0,0,0,0,1
pengguna sampah bro rumah ikan xe xcrumpon xe xddan tumbuh terumbu karang biota laut hati diselimuti kebencian salah,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna jilbab akhlak pecun ncuihhh,1,1,1,0,0,1,0,0,0,0,1,0
pengguna pengguna menipu berani bilang diuji allah aduh ampun deh bodoh bin idiot orang,1,1,1,0,0,1,0,0,0,1,0,0
pengguna presiden jokowi menanggapi keluhan rakyatnya menjadikan rakyat mengagumi amp simpati beliau,0,0,0,0,0,0,0,0,0,0,0,0
jadikan amanah mengabdi meningkatkan budaya kerja birokrasi selamat selamat berkarya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna najis wkwk,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pret kampret dukung ganti presiden presidenmu sapa rocky gerung kafir kah,1,1,1,0,0,1,0,0,0,0,0,1
gerakan komunis persembunyiannya kabar kah,1,0,0,1,0,0,1,1,0,0,0,0
pengguna pengguna iya akun hutang negara memimpin mengalahkan gunung sahari,1,0,1,0,0,1,0,0,0,0,0,1
empok silvy nyinyir melulu sayang sesat maklum sih dese mak mak devat final daerah khusus ibukota debat final pemilihan kepala daerah jakarta,1,1,1,0,0,1,0,0,0,0,0,1
dasar pengenaan pajak gema keadilan mendorong ahmad heryawan calon presiden calon presiden ri disepakati sayap kepemudaan partai keadilan sejahtera menggelar rapat pimpinan nasional kota bandung april,0,0,0,0,0,0,0,0,0,0,0,0
pengguna nusantara impor hindu buddha islam impor asli nusantara animisme,0,0,0,0,0,0,0,0,0,0,0,0
pengguna lihat memek horny sayang,0,1,0,0,0,0,0,0,0,0,0,0
allah subhanahu wa taala halalkan harta rampasan janjikan rampasan muslim buang islam teriak no korupsi,1,1,0,1,0,0,1,1,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna bambang muka kontol hina ulama gue hajar dasar antek komunis,1,1,1,0,0,1,0,0,1,1,1,0
pengguna ya friends with benefit muazin nafsu wkwk bedakan jablay fw,0,0,0,0,0,0,0,0,0,0,0,0
pengguna jaman budaya jawa kental hindu buddha terpenting hidup tenteram jaman revolusi industri terpenting hidup tenteram dipandang mercedes life goal ideal,0,0,0,0,0,0,0,0,0,0,0,0
pengguna wajahnya beloon munafik sok pintar sok suci iblis,1,1,1,0,0,1,0,0,0,1,0,0
pengguna pengguna hati bani onta dinyinyiri bilangnya ahok sih kafir pencitraan wkwk hati bani onta cari taktik nyinyir xf xf xf xf xf xf xf xf,1,1,0,1,0,0,1,0,0,0,0,1
pengguna pengguna pengguna pembangunan infrastruktur menopang pertumbuhan ekonomi kuat tumbuh,0,0,0,0,0,0,0,0,0,0,0,0
nge gym mampus badan sakit kayak habis digebuki breath again gulungan on young living mempan sok tertulis my pt mbak kuat badan sakit besok latihan ya iya renta xf xf,0,1,0,0,0,0,0,0,0,0,0,0
pengguna telusuri cepat pertemuan hatta ali setya novanto pecat hakim sepi bermain mata,1,0,1,0,0,1,0,0,0,0,0,1
pengguna kafir asli bisanya menang busa mulut alam nyata pecundang oh pemuja prabowo,1,1,1,0,0,1,0,1,0,0,0,0
pengguna lanjutannya langsung kangen lihat crot crotan,0,1,0,0,0,0,0,0,0,0,0,0
brm segi sistem pulangan ekonomi tan sri datoâ seri sulaiman mahbub pengurus telekom malaysia,0,0,0,0,0,0,0,0,0,0,0,0
indonesia mundur jokowi kroninya kelola isu uniform resource locator,1,0,0,1,0,0,1,0,0,0,0,1
pengguna anjing najis banget mino jelek,1,1,1,0,0,1,0,0,0,0,0,1
pengguna programnya cina menumpuk rakyatnya warganya kirim negara warga negara asia tenggara indonesia,0,0,0,0,0,0,0,0,0,0,0,0
dongkrak bonus dealer enak ya kayak merakit beli dongkrak buaya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna hidup cebong produksi makan hoaks,1,1,0,1,0,0,1,0,0,0,0,1
ya nih pas sekolah mengagung jurusan science pas dikasih tau konsep ekonomi jiplak seenak pusarnya,0,0,0,0,0,0,0,0,0,0,0,0
gue romo rochadi jatuh hati mengenal status dibutuhkan status liber menikah katolik pernikahan katolik terceraikan bersifat monogami,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna tuntas mental pejabat maling wakil rakyat khianat aparat keparat birokrasi departemen suka maksiat suka menusuk pantat,1,1,0,1,0,0,1,0,0,0,0,1
pengguna semoga gubernur amanah membawa rahmat umat,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna etnis asli singapura menguasai melayu cina pendatang penjajah perebut,1,0,0,1,0,0,1,0,1,0,0,0
pengguna dasar manusia homo,1,1,1,0,0,1,0,0,0,0,1,0
pengguna pengguna pengguna bilang kaum nabi lut nusantara menuduh orang nusantara nu gay lesbi malas mengikuti bro respect beda golongan radikal,0,0,0,0,0,0,0,0,0,0,0,0
gue sejujurnya gue darah india cina kayaknya,0,0,0,0,0,0,0,0,0,0,0,0
op rohingya orang kristen membunuh afghanistan orang yahudi membunuh palestina muslim teroris,1,0,0,1,0,0,1,1,0,0,0,0
pengguna arab saudi dipimpin bani saud bobot bibit bebetnya utama to dibanding tau terima kasih om pengguna pencerahannya,0,0,0,0,0,0,0,0,0,0,0,0
mengurus urusan gue hina banget orang,1,1,1,0,0,1,0,0,0,0,0,1
pengguna anjing gue kasih hadiah pulsa menang ya,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pribadi peduli ditipu islam menteri penipuan dibuka,1,0,0,1,0,0,1,1,0,0,0,0
pengguna babyyy huh bukti kau hyung titit huh,0,1,0,0,0,0,0,0,0,0,0,0
orang edan iya mengerti id card barang disaut haha,0,1,0,0,0,0,0,0,0,0,0,0
pergantian rezim pemerintahan susilo bambang yudhoyono joko widodo nasib freeport grasberg tanda,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna teman manusia homo heran,1,1,1,0,0,1,0,0,0,0,1,0
remaja berlomba asing anak punk belajar menjalani sunnah otomatis terasing,0,0,0,0,0,0,0,0,0,0,0,0
pengguna and membenci partai keadilan sejahtera agen yahudi komunis,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna mengakui twitter mengakui gusur digusur rakyat menderita,1,0,1,0,0,1,0,0,0,0,0,1
pengguna pengguna msnakdnskdnskdndjfn bom,0,0,0,0,0,0,0,0,0,0,0,0
international monetary fund pertahankan perkiraan pertumbuhan ekonomi global,0,0,0,0,0,0,0,0,0,0,0,0
memanas terima korban jonru ginting warganet protes korban jokowi,1,0,1,0,0,1,0,0,0,0,0,1
perempuan bangsa menangkan sudirman said ida fauziyah,0,0,0,0,0,0,0,0,0,0,0,0
pengguna tuyul kali ah diusir guanlin xf xf,0,0,0,0,0,0,0,0,0,0,0,0
rumah ranah indah pendiam culun bakar,0,0,0,0,0,0,0,0,0,0,0,0
pengguna film masuk ya film korea judulnya wish hope menceritakan anak diperkosa anusnya ya dioperasi mengalami maaf cacat permanen pokoknya menceritakan ayahnya ju,0,0,0,0,0,0,0,0,0,0,0,0
pengguna mampus bangkrut bandar,1,1,1,0,0,1,0,0,0,0,0,1
negara tunduk front pembela islam lengserkan pejabat terlibat,1,0,0,1,0,0,1,1,0,0,0,0
mudahan gue ketemu sih babi iwan bopeng pemungutan suara anjing ahok,1,1,1,0,0,1,0,0,0,0,0,1
menolak mundur presiden zimbabwe dipecat partainya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna ah tai gue aria benaran,0,1,0,0,0,0,0,0,0,0,0,0
pengguna menyepelekan suara rakyat suara rakyat presiden presiden,0,0,0,0,0,0,0,0,0,0,0,0
itik bertelur ayam mengerami ahok membangun benda mati manusianya pas swafoto dasar anus,1,1,1,0,0,1,0,0,0,0,0,1
pengguna gue onta arab salam kenal iya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna oh ranjem nama ampas tahunnya gembus nama ampas fermentasi tempe oncom,0,0,0,0,0,0,0,0,0,0,0,0
pengguna cerdas cebong otak menakar junjungan namanya generasi lahir lahir got,1,1,0,1,0,0,1,0,0,0,0,1
sahabat warga jawa mari tolak ujaran kebencian ikuti semangat kebersamaan mas pengguna amp pengguna mas pengguna amp mbak pengguna kekompakan pasangan calon gubernur jawa rayakan ulang sudirman said,0,0,0,0,0,0,0,0,0,0,0,0
pengguna bodoh katotoloyo model apes,0,1,0,0,0,0,0,0,0,0,0,0
gubernur jawa barat resmikan monumen kawasan ciletuhâ pelabuhan ratu,0,0,0,0,0,0,0,0,0,0,0,0
calon ilham presiden dunia,0,0,0,0,0,0,0,0,0,0,0,0
berbicara sylvi oke didebat ahok sylvi langsung kekuatan goblok,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna viktor beragama kristen mengancam bunuh orang islam,1,0,1,0,0,1,0,1,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna cebong dongok xf xf xf xf xf xf,1,1,0,1,0,0,1,0,0,0,0,1
pengguna setuju kenyataan pengguna pelik tiada party presiden party tup tup bubuh pm,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna oh pengguna mundur boneka,1,0,1,0,0,1,0,0,0,0,0,1
pengguna bangsat dah ramah gue,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna freeport pabrik garment otomotif beli sahamnya negara hebat freeport menggaruk kekayaan alam indonesia pemerintah beli sahamnya hebat sungguh mu,0,0,0,0,0,0,0,0,0,0,0,0
menemani presiden joko widodo bertemu ulama kota bekasi kabupaten bekasi kota depok kabupaten karawang kabupaten purwakarta mendengarkan keluhan bertukar pikiran sepakat menjaga pesta demokrasi sejuk indonesia maju,0,0,0,0,0,0,0,0,0,0,0,0
pengguna cowoknya gentle banget banci membicarakan diejek teman,0,1,0,0,0,0,0,0,0,0,0,0
bola dimainkan lapangan dimainkan mainkan congor bapuk,1,1,1,0,0,1,0,0,0,1,0,0
dak bosnya pusat dananya studio modalnya bos manajer band member band pecah otak galau ontong merusak fisik ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna izin pemerintah goblok kasih izin,1,1,0,1,0,0,1,0,0,0,0,1
pengguna cinta monyet,0,0,0,0,0,0,0,0,0,0,0,0
pas lihat goeun kayak asing oh minho,0,0,0,0,0,0,0,0,0,0,0,0
pengguna admin bahan ungkapan indonesia ungkapan cocot otak pnh nafsu kekuasaan,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna haha iya cacat kayak ya otaknya otak ayam wkwk,1,1,1,0,0,1,0,0,0,1,0,0
pengguna autis bang,0,0,0,0,0,0,0,0,0,0,0,0
cita jakarta,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kawasan ekonomi khusus tarik investor pengembangan kayak diharapkan men,0,0,0,0,0,0,0,0,0,0,0,0
joget raffi ahmad ayu ting ting dibilang norak kampungan nagita slavina kronologinya uniform resource locator uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna kodok macan asia ya level laaah beda kelasss jauuuh orang dongoook dungu mengelukan kodok sih munafik,1,1,0,1,0,0,1,0,0,0,0,1
pengguna pengguna bank dunia otak onta sih dungu malas bego tolol ya onta,1,1,1,0,0,1,0,0,0,0,0,1
hafalan surah alqurannya ayat ayat perangi bunuh penggal kafir ayat cocok penis,1,1,0,1,0,0,1,1,0,0,1,0
anak muda indonesia,0,0,0,0,0,0,0,0,0,0,0,0
alhamdulillah malam tembus subcribe channel no,0,0,0,0,0,0,0,0,0,0,0,0
pengguna najis anjir goblok banget,1,1,1,0,0,1,0,0,0,0,0,1
pengguna titit ku sakit jebolkan mulu,0,1,0,0,0,0,0,0,0,0,0,0
pengguna basi isunya pengguna partai komunis indonesia,1,0,1,0,0,1,0,0,0,0,0,1
pengguna pengguna efek undang undang md komen sesuka hati,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna uang muanas kemunafikannya,1,0,1,0,0,1,0,0,0,0,0,1
presiden ri ketua megawati soekarno putri menyebut pidato soekarno tinta emas abad,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna islam husnuzan hhhmmm,0,0,0,0,0,0,0,0,0,0,0,0
gubernur anies baswedan bertemu menteri negeri kerajaan maroko noureddine boutayeb rabat april pertemuan bilateral membahas berbagi perkembangan ekonomi politik,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna memojok jamban mencari lampu haha pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna mengakui indonesia cina,1,0,1,0,0,1,0,0,1,0,0,0
sakit jiwa kali ya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna sepupuku kristen,0,0,0,0,0,0,0,0,0,0,0,0
dimana setuju usir cina negeri,1,0,0,0,1,0,1,0,1,0,0,0
pengguna xe xckepada negara negara arab xe xd negara arab meminjam palestina membebankan utang palestina patungan meringankan orang indonesia,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna mataku sipit petai xf xf xc xa,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kangen nete,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna kh ruf berbicara belaga budek belaga pilon menyundul xf xf goblok kebangetan,1,1,0,1,0,0,1,0,0,0,0,1
senang fan mati lupa bego banget uniform resource locator,1,1,1,0,0,1,0,0,0,0,0,1
cerdas susilo bambang yudhoyono undang undang pemilihan disahkan calon presiden calon wakil presiden curi start kampanye agus harimurti yudhoyono manfaatkan pengguna,1,0,1,0,0,1,0,0,0,0,0,1
pengguna hobi membodohi orang mencerca ngedunguin orang menyebut orang seenak jidat kacung cebong sok care hak asasi manusia jijik lihat orang panuan penuh panu,1,1,1,0,0,1,0,0,0,0,0,1
pengguna parfum tai ayam,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna salahkan dodol wkwk telur murah beli untung mahal beli membela dasar cebong terkutuk,1,1,1,0,0,1,0,0,0,0,0,1
burung twitter burung onta mantap pengguna,0,0,0,0,0,0,0,0,0,0,0,0
presiden jokowi soroti minimnya promosi asian games presiden jokowi widodo joko,0,0,0,0,0,0,0,0,0,0,0,0
ajak desak pemerintah keluarkan aturan islam dilarang indonesia pengguna salam pengguna,1,0,0,0,1,0,1,1,0,0,0,0
trio provokator wiwo amun amp sok menipu uniform resource locator pengguna pengguna pengguna pengguna pengguna,1,0,0,1,0,0,1,0,0,0,0,1
pengguna xf xf xa xf xf xa xf xf xa iya gue pinggir koreng cantik,0,1,0,0,0,0,0,0,0,0,0,0
pengguna ya prabowo ruhut jokowi korbannya umat islam,1,0,1,0,0,1,0,0,0,0,0,1
anggota tentara nasional indonesia kepolisian republik indonesia pegawai negeri sipil kredit rumah uang muka,0,0,0,0,0,0,0,0,0,0,0,0
tjahjo pemerintah fraksi dewan perwakilan rakyat lobi,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna jokowi jongos luhut,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna us oh cute indonesia anjing cakap nus wkwk indonesia anjing tertawa nus do mean indonesia anjing xe xa,0,1,0,0,0,0,0,0,0,0,0,0
pengguna ya ya materi hukum gue kesusahan jurusan xf xf porsi susahnya ilmu pengetahuan alam bandingkan jurusan gue susah borjuis elite bagus alah tai kucing xf xf xa,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna biar dikritik mesra komunis cina perang dagang as,0,0,0,0,0,0,0,0,0,0,0,0
cowok bajingan ya banci raditya dika ya cewek suka bajingan,0,1,0,0,0,0,0,0,0,0,0,0
adek armando dilaporkan polisi terkait pendapatnya azan,0,0,0,0,0,0,0,0,0,0,0,0
cina berusaha menguasai politik hukum indonesia,1,0,0,1,0,0,1,0,1,0,0,0
pengguna lihat direct message ah tau gue bolot xf xf xa pengguna,1,1,1,0,0,1,0,0,0,1,0,0
pengguna pengguna bacot ya,1,1,0,1,0,0,1,0,0,0,0,1
suka teman sebangku sengaja tau mampus,0,1,0,0,0,0,0,0,0,0,0,0
pengguna koar pro asing song sing tetaplah cina kiblatnya bwg putih josssssssslah,0,0,0,0,0,0,0,0,0,0,0,0
caitlyn jenner pacaran perempuan transgender ya,0,0,0,0,0,0,0,0,0,0,0,0
irene ngewe kasar yuk gue kasih hadiah ulang manjakan memek kelojotan,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pemikiran tolol,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna pengguna pengguna pengguna kontaminasi murid pengguna xf xf xa xa xf xf xa xa xf xf xa xa kasih kaca gerung bro nkl nalar dungu jokowi bicara emas mahal kalajengking,1,1,1,0,0,1,0,0,0,0,0,1
pengguna gue doakan budek xf xf,1,1,1,0,0,1,0,0,0,1,0,0
pengguna pengguna lengserkan dukung sidang istimewa majelis permusyawaratan rakyat,1,0,1,0,0,1,0,0,0,0,0,1
wasiat amanahkan anak anak nabi ibrahim as turunkan wasiat hinggakan tercatat kitab kitab yahudi sejarah zaman berzaman kisah ceritakan rasulullah saw sahabat,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pembodohan memaksa banget periode cebong oh cebong,1,1,0,1,0,0,1,0,0,0,0,1
pengguna busuk jijik,0,1,0,0,0,0,0,0,0,0,0,0
pengguna on the road kristen stewart om robert doni junior,0,0,0,0,0,0,0,0,0,0,0,0
lengserkan jokowi buktikanlah cinta jamban wkwk,1,1,0,0,1,1,0,0,0,0,0,1
pengguna pengguna pengguna pengguna pengguna salah dosaku silit,0,1,0,0,0,0,0,0,0,0,0,0
bolot sis uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
airlangga pribadi lupa bu khofifah pengalaman menteri sosial presiden jokowi membantu mengentaskan kemiskinan,0,0,0,0,0,0,0,0,0,0,0,0
pengguna memek mulus,0,1,0,0,0,0,0,0,0,0,0,0
tulisan pagi budaya minum obat semoga berguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna adren mengerti dirasakan puan menyakitkan kekasihnya orang tegar menangisi bajingan menangisi,0,1,0,0,0,0,0,0,0,0,0,0
pengguna iya peno sinting,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pemimpin cerdas saleh temannya kualitasnya,0,0,0,0,0,0,0,0,0,0,0,0
kondisi diperburuk peran politik partai komunis indonesia partai komunis indonesia mendominasi kehidupan politik indonesia bersandar dekrit presiden juli sumber hukum,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna iya mas inflasi pakai memaki tolol dongok super,1,1,1,0,0,1,0,0,0,0,0,1
ratusan massa organisasi masyarakat islam gerebek jakarta ganyang partai komunis indonesia uniform resource locator uniform resource locator,1,0,0,0,1,0,1,0,1,0,0,0
keemasan berbicara jaman susilo bambang yudhoyono kegelapan era jokowi uniform resource locator,1,0,1,0,0,1,0,0,0,0,0,1
maaf hati noob sakit gagah berdiri senyum,0,0,0,0,0,0,0,0,0,0,0,0
mata minus alias picek,0,1,0,0,0,0,0,0,0,0,0,0
pengguna maunya bisu,0,0,0,0,0,0,0,0,0,0,0,0
pengguna bau bangkai tikus xf xf xa,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna cebong isi kepalanya tai cebong memikirnya waras,1,1,0,1,0,0,1,0,0,0,0,1
pengguna duga kunyuk kunyuknya kalajengking modar iya gusti allah tidur melek hukum biadab kalah orang orang anjing,1,1,0,1,0,0,1,0,0,0,0,1
pengguna komisi pemberantasan korupsi periksa gubernur sumatra utara calon wakil gubernur ijeck sah komisi pemberantasan korupsi memeriksa gubernur sumatra,0,0,0,0,0,0,0,0,0,0,0,0
pengguna xe xcmas cocok bawa pisang kayak monyet xe xd menjulurkan lidah,0,1,0,0,0,0,0,0,0,0,0,0
pilihan kepala daerah kota serang pilihan tolong mbah pilih,0,0,0,0,0,0,0,0,0,0,0,0
prabowo presiden teman kemarin bertemu restoran metropolis hong kong teman kenal bisnisnya hubungan prabowo pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna eh tau nasabah menukar menabung pokoknya mengurus mata uang asing,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kakak ab bin al asyraf tokoh yahudi benci umat muslim nabi hafal al qur an dibunuh salah sahabat ansar proses tadwin al qur an,0,0,0,0,0,0,0,0,0,0,0,0
pengguna ketahuan bima idiot xf xf uniform resource locator,1,1,0,1,0,0,1,0,0,1,0,0
oi anjir bolot banget gue paham uniform resource locator,1,1,1,0,0,1,0,0,0,1,0,0
pengguna pengguna on gue omelin yel tenang orang gila yel jadikan orang barang taruhan orang bego dongok sinting sarap bajingan,1,1,1,0,0,1,0,0,0,1,0,0
usir buddha myanmar bumi indonesia uniform resource locator,1,0,0,0,1,0,1,1,1,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna tolol menulis kayak xf xf xb xf xf xb xf xf xb xf xf xb xf xf,1,1,1,0,0,1,0,0,0,0,0,1
pengguna plagiat lagu pengguna xf xf xf xf xf xf xf xf xf xf xf xf xf xf kaum kontol,1,1,0,1,0,0,1,0,0,0,1,0
pengguna anjir gue disangka kemarin sarap orang rest melulu gara gara gagal move on gagal move on mantan wkwk,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna mulut berbusa muncrat kemana haus kekuasaan kasak kusuk cari kesalahan olah congor doang,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna mantap bang lanjutkan biar kampret bani kencing onta kejang xf xf xf xf xf xf xf xf,1,1,0,1,0,0,1,0,0,0,0,1
pengguna ya gue dikasih dare ganti ava gambar banci ya thread starter banci alah,0,1,0,0,0,0,0,0,0,0,0,0
pengguna artikel manusia tidur anjing min pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna dibajak bacot babi mending gelut,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna gereja katolik lokal,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna ekonomi tumbuh infrastrukturnya memble kesejahteraan diraih bencana inflasi,0,0,0,0,0,0,0,0,0,0,0,0
pengguna anjing babi monggo berkenan xf xf uniform resource locator uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
jokowi ratu adil keturunan darah biru darah kotor cina babi uniform resource locator,1,1,1,0,0,1,0,0,1,0,0,0
politisasi belahan dunia pengguna pengguna pengguna pengguna,1,0,1,0,0,1,0,0,0,0,0,1
ya tau gubernur ngawur kayak tai kucing terinjak baca cerita kayak terkesan mengarang bebas anak uniform resource locator,1,1,1,0,0,1,0,0,0,0,0,1
pengguna orang kristen istilah kristen nusantara nusantara budaya adat orang israel terapkan indonesia,0,0,0,0,0,0,0,0,0,0,0,0
nih tersenyum terduduk babi babi babi,0,1,0,0,0,0,0,0,0,0,0,0
dasar bajingan xf xf bini mengakuinya bujangan pelan menyakiti menghancurkan perasaan mama ku mama ku xf xf xac pulang ku banting handphone,1,1,1,0,0,1,0,0,0,0,0,1
ya sih anjir gue rumah doang pagi mengerti arah jalan main bingung teman xf xf xad xf xf xa xa,0,1,0,0,0,0,0,0,0,0,0,0
pengguna oh kayak nona anak jalanan km anak gembel ya,0,1,0,0,0,0,0,0,0,0,0,0
hai pengguna berbicara pakai data by congor doang nasionalisme membela tenaga kerja asing dasar,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna andai harto indonesia negara komunis ideologi benci,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna haha timnasnya lolos sokan meledeki timnas malu oi malu diam jamban,1,0,0,1,0,0,1,0,0,0,0,1
santri tolak berita hoaks pilihan kepala daerah kota kediri damai,0,0,0,0,0,0,0,0,0,0,0,0
rambutnya bagus kayak sapu induk matanya sipit hilang kakinya corengan idaman bang sungjin awas menghamili jin dowoon harap mengajak mbaknya curhat main barbie,0,0,0,0,0,0,0,0,0,0,0,0
pengguna solusinya mulia kaban tokoh bersih anti asing mohon kasih tausiah,0,0,0,0,0,0,0,0,0,0,0,0
bekas pabrik gula tjolomadoe karanganyar jawa diubah gedung pertunjukan cagar budaya pengguna pengguna pengguna menggelar konser gedung,0,0,0,0,0,0,0,0,0,0,0,0
ahoker kristen munafik berhenti mengolok gereja dipengarahan ahok menghina sih bumi datar,1,1,0,1,0,0,1,1,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna iyakan tante jablay wkwk,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna totol ketemu tolol,1,1,1,0,0,1,0,0,0,0,0,1
partai dibangkitkan paham komunis bangkitkan ditanamkan rezim,1,0,1,0,0,1,0,0,1,0,0,0
merti dusun pancuran terong dlingo minggu april jam lap pancuran dimeriahkan kirab budaya pentas seni senin april dilanjutkan tayub sendang sumur pepunden pengguna pengguna pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna aduh pengguna jujur bohongi,1,0,0,1,0,0,1,0,0,0,0,1
tobat yuk terlambat biar gerombolan jil doakan konsisten bela kekafiran hayat uniform resource locator,1,0,0,1,0,0,1,1,0,0,0,0
ya mbaknya mengakui dewasa bedakan perilaku perilaku buruk sih cowok berengsek,1,1,1,0,0,1,0,0,0,0,0,1
fahri hamzah bela prabowo pertolongan pemerintah jokowi rohingya bubarkan partai komunis indonesia bubarkan partai komunis indonesia,1,0,0,0,1,0,1,0,1,0,0,0
pengguna lahir langsung makan nasi pakai nete,0,0,0,0,0,0,0,0,0,0,0,0
bineka islam memperlakukan kafir dhimmi haknya diinjak injak,1,0,0,1,0,0,1,1,0,0,0,0
terpilih gubernur sulawesi selatan nurdin abdullah siapkan maros kota,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna bani cabul bodohi sih cabul terbukti cabul kabur terlunta lunta arab xf xf xf xf xf xf xf xf xf xf,1,1,0,1,0,0,1,0,0,0,0,1
pengguna cebong an gelas gambar periode cebong xf xf xf xf xf xf,0,1,0,0,0,0,0,0,0,0,0,0
pengguna rugi jonru mas jokowi utang rakyat garam situ tau,1,0,1,0,0,1,0,0,0,0,0,1
rezim jokowi lengser keadilan penguasa jalan satunya lengserkan jokowi,1,0,0,0,1,1,0,0,0,0,0,1
pengguna pengguna tolol buktikan,1,1,1,0,0,1,0,0,0,0,0,1
pengguna memilih agus sylvi anaknya susilo bambang yudhoyono keluarga koruptor,1,1,0,1,0,0,1,0,0,0,0,1
pengguna pengguna pengguna pengguna pengguna pengguna pengguna ohhhhh kader moncong putih ciri khas cebong serang islamnya coba tapir diam,1,1,0,1,0,0,1,0,0,0,0,1
cinta sejati buta sekelilingmu gerbang tol otomatis,0,0,0,0,0,0,0,0,0,0,0,0
pengguna ayo mas becek nih memek,0,1,0,0,0,0,0,0,0,0,0,0
pengguna afwan ustaz ujaran santer terdengar ustaz am agen yahudi,0,0,0,0,0,0,0,0,0,0,0,0
pengguna baiknya mundur pengguna becus mengurus negeri,1,0,1,0,0,1,0,0,0,0,0,1
tolol parah banget lecehkan korban maki diam doang sibuk handphone woi tolol pikir anjing adek kakak begitukan goblok cewek lecehkan diam doang,0,1,0,0,0,0,0,0,0,0,0,0
